nom;code_postal;latitude;longitude
Ségura;9120;43.032;1.693
Seix;9140;42.818;1.148
Senconac;9250;42.813;1.717
Lorp-Sentaraille;9190;43.016;1.108
Sentein;9800;42.836;0.92
Sentenac-d'Oust;9140;42.866;1.14
Sentenac-de-Sérou;9240;42.945;1.395
Serres-sur-Arget;9000;42.97;1.504
Sieuras;9130;43.192;1.344
Siguer;9220;42.708;1.553
Aulos-Sinsat;9310;42.801;1.66
Sor;9800;42.92;1.012
Sorgeat;9110;42.744;1.888
Soueix-Rogalle;9140;42.897;1.195
Soula;9000;42.941;1.691
Soulan;9320;42.916;1.243
Surba;9400;42.86;1.582
Suzan;9240;43.029;1.435
Tabre;9600;42.989;1.855
Tarascon-sur-Ariège;9400;42.846;1.596
Taurignan-Castet;9160;43.06;1.102
Taurignan-Vieux;9190;43.043;1.114
Teilhet;9500;43.097;1.782
Thouars-sur-Arize;9350;43.182;1.237
Tignac;9110;42.751;1.799
La Tour-du-Crieu;9100;43.105;1.667
Tourtouse;9230;43.091;1.137
Tourtrol;9500;43.069;1.799
Trémoulet;9700;43.158;1.717
Troye-d'Ariège;9500;43.021;1.887
Unac;9250;42.759;1.78
Unzent;9100;43.171;1.533
Urs;9310;42.778;1.735
Ussat;9400;42.834;1.622
Ustou;9140;42.774;1.263
Vals;9500;43.102;1.756
Varilhes;9120;43.055;1.634
Vaychis;9110;42.744;1.822
Vèbre;9310;42.77;1.718
Ventenac;9120;42.997;1.724
Verdun;9310;42.806;1.692
Vernajoul;9000;42.993;1.592
Vernaux;9250;42.786;1.782
Le Vernet;9700;43.187;1.604
Verniolle;9340;43.081;1.661
Val-de-Sos;9220;42.773;1.511
Villeneuve;9800;42.95;0.983
Villeneuve-d'Olmes;9300;42.912;1.821
Villeneuve-du-Latou;9130;43.203;1.434
Villeneuve-du-Paréage;9100;43.159;1.643
Vira;9120;43.049;1.756
Viviès;9500;43.061;1.779
Sainte-Suzanne;9130;43.206;1.379
Ailleville;10200;48.255;4.694
Aix-Villemaur-Pâlis;10160;48.198;3.736
Allibaudières;10700;48.586;4.123
Amance;10140;48.292;4.487
Arcis-sur-Aube;10700;48.528;4.142
Arconville;10200;48.156;4.729
Argançon;10140;48.25;4.596
Arrelles;10340;48.046;4.274
Arrembécourt;10330;48.543;4.606
Arrentières;10200;48.268;4.739
Arsonval;10200;48.28;4.651
Assenay;10320;48.179;4.065
Assencières;10220;48.356;4.202
Aubeterre;10150;48.422;4.107
Aulnay;10240;48.478;4.415
Auxon;10130;48.092;3.924
Val-d'Auzon;10220;48.4;4.359
Avant-lès-Marcilly;10400;48.432;3.56
Avant-lès-Ramerupt;10240;48.448;4.258
Avirey-Lingey;10340;48.028;4.297
Avon-la-Pèze;10290;48.387;3.652
Avreuil;10130;48.053;3.998
Bagneux-la-Fosse;10340;47.999;4.291
Bailly-le-Franc;10330;48.522;4.659
Balignicourt;10330;48.53;4.454
Balnot-la-Grange;10210;47.988;4.198
Balnot-sur-Laignes;10110;48.037;4.353
Barberey-Saint-Sulpice;10600;48.327;4.016
Barbuise;10400;48.551;3.562
Baroville;10200;48.183;4.741
Bar-sur-Aube;10200;48.234;4.716
Bar-sur-Seine;10110;48.113;4.379
Bayel;10310;48.192;4.791
Bercenay-en-Othe;10190;48.193;3.898
Bercenay-le-Hayer;10290;48.332;3.59
Bergères;10200;48.184;4.669
Bernon;10130;47.987;3.992
Bertignolles;10110;48.137;4.513
Bérulle;10160;48.171;3.672
Bessy;10170;48.541;4.025
Bétignicourt;10500;48.45;4.455
Beurey;10140;48.176;4.473
Blaincourt-sur-Aube;10500;48.381;4.452
Blignicourt;10500;48.453;4.541
Bligny;10200;48.174;4.604
Les Bordes-Aumont;10800;48.188;4.119
Bossancourt;10140;48.283;4.612
Bouilly;10320;48.186;3.991
Boulages;10380;48.587;3.923
Bouranton;10270;48.315;4.18
Bourdenay;10290;48.361;3.591
Bourguignons;10110;48.141;4.362
Bouy-Luxembourg;10220;48.375;4.243
Bouy-sur-Orvin;10400;48.423;3.497
Bragelogne-Beauvoir;10340;47.97;4.267
Braux;10500;48.483;4.458
Bréviandes;10450;48.256;4.108
Brévonnes;10220;48.349;4.409
Briel-sur-Barse;10140;48.213;4.354
Brienne-la-Vieille;10500;48.373;4.547
Brienne-le-Château;10500;48.397;4.539
Brillecourt;10240;48.477;4.371
Bucey-en-Othe;10190;48.255;3.867
Buchères;10800;48.236;4.114
Buxeuil;10110;48.054;4.406
Buxières-sur-Arce;10110;48.137;4.456
Celles-sur-Ource;10110;48.074;4.422
Chacenay;10110;48.107;4.532
La Chaise;10500;48.358;4.671
Chalette-sur-Voire;10500;48.452;4.425
Chamoy;10130;48.114;3.966
Champfleury;10700;48.614;4.031
Champignol-lez-Mondeville;10200;48.125;4.679
Champigny-sur-Aube;10700;48.568;4.072
Champ-sur-Barse;10140;48.239;4.414
Channes;10340;47.941;4.266
Chaource;10210;48.055;4.14
La Chapelle-Saint-Luc;10600;48.316;4.035
Chapelle-Vallon;10700;48.435;4.042
Chappes;10260;48.166;4.257
Charmont-sous-Barbuise;10150;48.415;4.18
Charmoy;10290;48.393;3.58
Charny-le-Bachot;10380;48.539;3.952
Chaserey;10210;47.953;4.074
Châtres;10510;48.493;3.837
Chauchigny;10170;48.426;3.98
Chaudrey;10240;48.485;4.245
Chauffour-lès-Bailly;10110;48.186;4.31
Chaumesnil;10500;48.358;4.612
Chavanges;10330;48.516;4.567
Le Chêne;10700;48.563;4.176
Chennegy;10190;48.217;3.849
Chervey;10110;48.135;4.49
Chesley;10210;47.977;4.112
Chessy-les-Prés;10130;48.014;3.934
Clérey;10390;48.208;4.194
Coclois;10240;48.471;4.331
Colombé-la-Fosse;10200;48.271;4.79
Colombé-le-Sec;10200;48.256;4.803
Cormost;10800;48.156;4.133
Courcelles-sur-Voire;10500;48.482;4.529
Courceroy;10400;48.468;3.408
Coursan-en-Othe;10130;48.078;3.826
Courtaoult;10130;48.025;3.872
Courtenot;10260;48.155;4.314
Courteranges;10270;48.268;4.226
Courteron;10250;48.016;4.463
Coussegrey;10210;47.95;4.03
Couvignon;10200;48.204;4.67
Crancey;10100;48.519;3.637
Creney-près-Troyes;10150;48.343;4.139
Crésantignes;10320;48.143;4.02
Crespy-le-Neuf;10500;48.398;4.61
Les Croûtes;10130;47.994;3.864
Cunfin;10360;48.044;4.67
Cussangy;10210;48.023;4.091
Dampierre;10240;48.565;4.365
Davrey;10130;48.046;3.96
Dienville;10500;48.33;4.514
Dierrey-Saint-Julien;10190;48.305;3.835
Dierrey-Saint-Pierre;10190;48.332;3.831
Dolancourt;10200;48.266;4.608
Dommartin-le-Coq;10240;48.498;4.356
Donnement;10330;48.52;4.428
Dosches;10220;48.315;4.268
Dosnon;10700;48.615;4.246
Droupt-Saint-Basle;10170;48.48;3.957
Droupt-Sainte-Marie;10170;48.502;3.94
Eaux-Puiseaux;10130;48.117;3.887
Échemines;10350;48.39;3.836
Éclance;10200;48.308;4.643
Éguilly-sous-Bois;10110;48.139;4.538
Engente;10200;48.28;4.764
Épagne;10500;48.398;4.47
Épothémont;10500;48.415;4.662
Ervy-le-Châtel;10130;48.056;3.905
Essoyes;10360;48.05;4.539
Estissac;10190;48.256;3.811
Étourvy;10210;47.951;4.127
Étrelles-sur-Aube;10170;48.559;3.877
Faux-Villecerf;10290;48.33;3.74
Fay-lès-Marcilly;10290;48.401;3.606
Fays-la-Chapelle;10320;48.131;4.02
Ferreux-Quincey;10400;48.462;3.601
Feuges;10150;48.397;4.109
Fontaine;10200;48.209;4.718
Fontaine-les-Grès;10280;48.413;3.889
Fontaine-Mâcon;10400;48.458;3.507
Fontenay-de-Bossery;10400;48.45;3.464
Fontette;10360;48.076;4.616
Fontvannes;10190;48.282;3.871
La Fosse-Corduan;10100;48.44;3.654
Fouchères;10260;48.149;4.271
Fralignes;10110;48.164;4.38
Fravaux;10200;48.236;4.642
Fresnay;10200;48.309;4.757
Fresnoy-le-Château;10270;48.22;4.234
Fuligny;10200;48.34;4.698
Gélannes;10100;48.475;3.668
Géraudot;10220;48.307;4.323
Les Grandes-Chapelles;10170;48.468;4.028
Grandville;10700;48.594;4.235
Les Granges;10210;48.057;4.062
Gumery;10400;48.44;3.422
Gyé-sur-Seine;10250;48.012;4.44
Hampigny;10500;48.46;4.601
Herbisse;10700;48.615;4.122
Isle-Aumont;10800;48.206;4.122
Isle-Aubigny;10240;48.544;4.282
Jasseines;10330;48.509;4.394
Jaucourt;10200;48.254;4.641
Javernant;10320;48.159;3.998
Jessains;10140;48.285;4.57
Jeugny;10320;48.116;4.055
Joncreuil;10330;48.527;4.624
Jully-sur-Sarce;10260;48.109;4.279
Juvancourt;10310;48.116;4.813
Juvanzé;10140;48.324;4.589
Juzanvigny;10500;48.416;4.61
Lagesse;10210;48.016;4.133
Laines-aux-Bois;10120;48.229;3.979
Landreville;10110;48.071;4.466
Lantages;10210;48.077;4.207
Lassicourt;10500;48.436;4.5
Laubressel;10270;48.3;4.226
Lavau;10150;48.334;4.093
Lentilles;10330;48.488;4.629
Lesmont;10500;48.43;4.424
Lévigny;10200;48.298;4.707
Lhuître;10700;48.581;4.274
Lignières;10130;47.957;3.964
Lignol-le-Château;10200;48.213;4.812
Lirey;10320;48.16;4.039
Loches-sur-Ource;10110;48.07;4.504
La Loge-aux-Chèvres;10140;48.269;4.408
La Loge-Pomblin;10210;48.068;4.044
Les Loges-Margueron;10210;48.099;4.111
Longchamp-sur-Aujon;10310;48.152;4.818
Longeville-sur-Mogne;10320;48.147;4.064
Longpré-le-Sec;10140;48.188;4.528
Longsols;10240;48.426;4.285
Longueville-sur-Aube;10170;48.551;3.913
La Louptière-Thénard;10400;48.385;3.438
Lusigny-sur-Barse;10270;48.263;4.276
Luyères;10150;48.38;4.194
Macey;10300;48.306;3.914
Machy;10320;48.146;4.036
Magnant;10110;48.168;4.421
Magnicourt;10240;48.459;4.382
Magny-Fouchard;10140;48.235;4.545
Mailly-le-Camp;10230;48.674;4.186
Maison-des-Champs;10140;48.244;4.571
Maisons-lès-Chaource;10210;48.009;4.163
Maisons-lès-Soulaines;10200;48.295;4.783
Maizières-la-Grande-Paroisse;10510;48.504;3.789
Maizières-lès-Brienne;10500;48.43;4.601
Maraye-en-Othe;10160;48.152;3.865
Marcilly-le-Hayer;10290;48.331;3.644
Marigny-le-Châtel;10350;48.402;3.721
Marnay-sur-Seine;10400;48.515;3.554
Marolles-lès-Bailly;10110;48.184;4.346
Marolles-sous-Lignières;10130;47.961;3.92
Mathaux;10500;48.356;4.461
Maupas;10320;48.138;4.079
Mergey;10600;48.396;4.033
Le Mériot;10400;48.511;3.442
Merrey-sur-Arce;10110;48.096;4.405
Méry-sur-Seine;10170;48.509;3.899
Mesgrigny;10170;48.48;3.864
Mesnil-la-Comtesse;10700;48.498;4.198
Mesnil-Lettre;10240;48.461;4.259
Mesnil-Saint-Loup;10190;48.308;3.772
Mesnil-Saint-Père;10140;48.251;4.346
Mesnil-Sellières;10220;48.336;4.207
Messon;10190;48.264;3.915
Metz-Robert;10210;48.07;4.1
Meurville;10200;48.204;4.605
Molins-sur-Aube;10500;48.433;4.388
Montaulin;10270;48.248;4.197
Montceaux-lès-Vaudes;10260;48.149;4.158
Montfey;10130;48.066;3.872
Montgueux;10300;48.298;3.955
Montiéramey;10270;48.235;4.314
Montier-en-l'Isle;10200;48.27;4.683
Montigny-les-Monts;10130;48.092;3.965
Montmartin-le-Haut;10140;48.21;4.55
Montmorency-Beaufort;10330;48.486;4.556
Montpothier;10400;48.576;3.516
Montreuil-sur-Barse;10270;48.217;4.287
Montsuzain;10150;48.446;4.141
Morembert;10240;48.503;4.331
Morvilliers;10500;48.379;4.636
La Motte-Tilly;10400;48.476;3.44
Moussey;10800;48.219;4.093
Mussy-sur-Seine;10250;47.984;4.507
Neuville-sur-Seine;10250;48.035;4.408
Neuville-sur-Vanne;10190;48.253;3.775
Noé-les-Mallets;10360;48.098;4.562
Les Noës-près-Troyes;10420;48.303;4.042
Nogent-en-Othe;10160;48.131;3.797
Nogent-sur-Aube;10240;48.485;4.299
Nogent-sur-Seine;10400;48.496;3.5
Nozay;10700;48.5;4.083
Onjon;10220;48.399;4.276
Origny-le-Sec;10510;48.463;3.779
Ormes;10700;48.556;4.113
Ortillon;10700;48.492;4.23
Orvilliers-Saint-Julien;10170;48.439;3.822
Ossey-les-Trois-Maisons;10100;48.439;3.744
Paisy-Cosdon;10160;48.215;3.699
Pargues;10210;48.018;4.205
Pars-lès-Chavanges;10330;48.517;4.503
Pars-lès-Romilly;10100;48.481;3.728
Le Pavillon-Sainte-Julie;10350;48.366;3.902
Payns;10600;48.375;3.958
Pel-et-Der;10500;48.395;4.41
Périgny-la-Rose;10400;48.554;3.624
Perthes-lès-Brienne;10500;48.434;4.542
Petit-Mesnil;10500;48.34;4.623
Piney;10220;48.332;4.359
Plaines-Saint-Lange;10250;47.997;4.474
Plancy-l'Abbaye;10380;48.585;3.985
Planty;10160;48.268;3.65
Plessis-Barbuise;10400;48.573;3.586
Poivres;10700;48.683;4.277
Poligny;10110;48.175;4.346
Polisot;10110;48.073;4.355
Polisy;10110;48.058;4.362
Pont-Sainte-Marie;10150;48.319;4.1
Pont-sur-Seine;10400;48.509;3.597
Pouan-les-Vallées;10700;48.534;4.062
Pougy;10240;48.437;4.349
Pouy-sur-Vannes;10290;48.298;3.6
Praslin;10210;48.046;4.207
Précy-Notre-Dame;10500;48.402;4.436
Précy-Saint-Martin;10500;48.417;4.456
Prémierfait;10170;48.503;4.023
Proverville;10200;48.233;4.672
Prugny;10190;48.247;3.942
Prunay-Belleville;10350;48.366;3.783
Prusy;10210;47.974;4.051
Puits-et-Nuisement;10140;48.215;4.511
Racines;10130;48.048;3.846
Radonvilliers;10500;48.334;4.474
Ramerupt;10240;48.522;4.304
Rances;10500;48.462;4.554
Rhèges;10170;48.532;3.995
Les Riceys;10340;47.988;4.37
Rigny-la-Nonneuse;10290;48.414;3.649
Rigny-le-Ferron;10160;48.202;3.627
Rilly-Sainte-Syre;10280;48.45;3.968
La Rivière-de-Corps;10440;48.28;4.014
Romilly-sur-Seine;10100;48.519;3.722
Roncenay;10320;48.197;4.045
Rosières-près-Troyes;10430;48.263;4.064
Rosnay-l'Hôpital;10500;48.458;4.506
La Rothière;10500;48.338;4.586
Rouilly-Sacey;10220;48.347;4.274
Rouilly-Saint-Loup;10800;48.265;4.15
Rouvres-les-Vignes;10200;48.238;4.827
Rumilly-lès-Vaudes;10260;48.125;4.195
Ruvigny;10410;48.272;4.189
Saint-André-les-Vergers;10120;48.278;4.048
Saint-Aubin;10400;48.483;3.553
Saint-Benoist-sur-Vanne;10160;48.235;3.668
Saint-Benoît-sur-Seine;10180;48.38;4.052
Saint-Christophe-Dodinicourt;10500;48.433;4.474
Saint-Étienne-sous-Barbuise;10700;48.493;4.115
Saint-Flavy;10350;48.406;3.776
Saint-Germain;10120;48.254;4.011
Saint-Hilaire-sous-Romilly;10100;48.498;3.657
Saint-Jean-de-Bonneval;10320;48.172;4.05
Saint-Julien-les-Villas;10800;48.274;4.103
Saint-Léger-près-Troyes;10800;48.24;4.073
Saint-Léger-sous-Brienne;10500;48.411;4.506
Saint-Léger-sous-Margerie;10330;48.531;4.487
Saint-Loup-de-Buffigny;10100;48.445;3.63
Saint-Lupien;10350;48.364;3.7
Saint-Lyé;10180;48.344;3.981
Saint-Mards-en-Othe;10160;48.163;3.789
Saint-Martin-de-Bossenay;10100;48.444;3.69
Sainte-Maure;10150;48.357;4.072
Saint-Mesmin;10280;48.437;3.899
Saint-Nabord-sur-Aube;10700;48.513;4.202
Saint-Nicolas-la-Chapelle;10400;48.523;3.479
Saint-Oulph;10170;48.527;3.874
Saint-Parres-aux-Tertres;10410;48.291;4.133
Saint-Parres-lès-Vaudes;10260;48.174;4.216
Saint-Phal;10130;48.114;4.002
Saint-Pouange;10120;48.224;4.041
Saint-Remy-sous-Barbuise;10700;48.478;4.13
Sainte-Savine;10300;48.296;4.023
Saint-Thibault;10800;48.201;4.147
Saint-Usage;10360;48.099;4.634
Salon;10700;48.643;4.018
Saulcy;10200;48.278;4.835
La Saulsotte;10400;48.55;3.506
Savières;10600;48.406;3.935
Semoine;10700;48.674;4.094
Soligny-les-Étangs;10400;48.402;3.516
Sommeval;10320;48.159;3.955
Soulaines-Dhuys;10200;48.378;4.718
Souligny;10320;48.208;3.994
Spoy;10200;48.228;4.614
Thennelières;10410;48.289;4.185
Thieffrain;10140;48.2;4.438
Thil;10200;48.341;4.789
Thors;10200;48.308;4.805
Torcy-le-Grand;10700;48.523;4.168
Torcy-le-Petit;10700;48.522;4.187
Torvilliers;10440;48.276;3.972
Traînel;10400;48.414;3.457
Trancault;10290;48.371;3.533
Trannes;10140;48.307;4.599
Trouans;10700;48.639;4.25
Troyes;10000;48.297;4.078
Turgy;10210;48.03;4.053
Unienville;10140;48.317;4.548
Urville;10200;48.167;4.669
Vailly;10150;48.372;4.126
Vallant-Saint-Georges;10170;48.461;3.886
Vallentigny;10500;48.442;4.615
Vallières;10210;47.999;4.062
Vanlay;10210;48.019;4.019
Vauchassis;10190;48.209;3.926
Vauchonvilliers;10140;48.266;4.533
Vaucogne;10240;48.533;4.345
Vaudes;10260;48.176;4.182
Vaupoisson;10700;48.501;4.216
Vendeuvre-sur-Barse;10140;48.246;4.461
La Vendue-Mignot;10800;48.146;4.103
Vernonvilliers;10200;48.315;4.679
Verpillières-sur-Ource;10360;48.041;4.586
Verricourt;10240;48.453;4.334
Verrières;10390;48.235;4.154
Viâpres-le-Petit;10380;48.582;4.054
Villacerf;10600;48.408;4.002
Villadin;10290;48.317;3.69
La Ville-aux-Bois;10500;48.404;4.687
Villechétif;10410;48.318;4.149
Villeloup;10350;48.355;3.869
Villemereuil;10800;48.202;4.083
Villemoiron-en-Othe;10160;48.2;3.792
Villemorien;10110;48.08;4.295
Villemoyenne;10260;48.188;4.247
Villenauxe-la-Grande;10370;48.595;3.548
La Villeneuve-au-Châtelot;10400;48.55;3.607
Villeneuve-au-Chemin;10130;48.089;3.84
La Villeneuve-au-Chêne;10140;48.249;4.391
Villeret;10330;48.482;4.586
Villery;10320;48.174;4.017
Ville-sous-la-Ferté;10310;48.136;4.772
Ville-sur-Arce;10110;48.109;4.445
Ville-sur-Terre;10200;48.336;4.735
Villette-sur-Aube;10700;48.529;4.109
Villiers-Herbisse;10700;48.643;4.123
Villiers-le-Bois;10210;47.955;4.19
Villiers-sous-Praslin;10210;48.061;4.252
Villy-en-Trodes;10140;48.197;4.389
Villy-le-Bois;10800;48.168;4.09
Villy-le-Maréchal;10800;48.189;4.074
Vinets;10700;48.545;4.225
Virey-sous-Bar;10260;48.134;4.306
Vitry-le-Croisé;10110;48.144;4.579
Viviers-sur-Artaut;10110;48.098;4.498
Voigny;10200;48.236;4.765
Vosnon;10130;48.109;3.835
Voué;10150;48.46;4.124
Vougrey;10210;48.088;4.236
Vulaines;10160;48.24;3.626
Yèvres-le-Petit;10500;48.479;4.492
Aigues-Vives;11800;43.235;2.533
Airoux;11320;43.368;1.875
Ajac;11300;43.045;2.137
Alaigne;11240;43.098;2.092
Alairac;11290;43.182;2.237
Albas;11360;43.006;2.727
Albières;11330;42.947;2.446
Alet-les-Bains;11580;42.994;2.258
Alzonne;11170;43.265;2.175
Antugnac;11190;42.962;2.219
Aragon;11600;43.299;2.307
Argeliers;11120;43.311;2.911
Argens-Minervois;11200;43.246;2.771
Armissan;11110;43.188;3.089
Arques;11190;42.947;2.387
Arquettes-en-Val;11220;43.105;2.497
Artigues;11140;42.791;2.207
Arzens;11290;43.201;2.205
Aunat;11140;42.789;2.1
Auriac;11330;42.926;2.494
Axat;11140;42.798;2.241
Azille;11700;43.274;2.658
Badens;11800;43.221;2.505
Bages;11100;43.118;2.977
Bagnoles;11600;43.268;2.449
Baraigne;11410;43.331;1.823
Barbaira;11800;43.175;2.515
Belcaire;11340;42.832;1.946
Belcastel-et-Buc;11580;43.028;2.349
Belflou;11410;43.319;1.798
Belfort-sur-Rebenty;11140;42.83;2.05
Bellegarde-du-Razès;11240;43.108;2.051
Belpech;11420;43.203;1.763
Belvèze-du-Razès;11240;43.124;2.092
Belvianes-et-Cavirac;11500;42.847;2.212
Belvis;11340;42.856;2.075
Berriac;11000;43.214;2.408
Bessède-de-Sault;11140;42.785;2.138
La Bezole;11300;43.029;2.096
Bizanet;11200;43.148;2.87
Bize-Minervois;11120;43.329;2.872
Blomac;11700;43.213;2.589
Bouilhonnac;11800;43.232;2.444
Bouisse;11330;42.984;2.434
Bouriège;11300;42.996;2.162
Bourigeole;11300;42.986;2.124
Le Bousquet;11140;42.717;2.176
Boutenac;11200;43.146;2.798
Bram;11150;43.251;2.11
Brézilhac;11270;43.168;2.075
Brousses-et-Villaret;11390;43.343;2.243
Brugairolles;11300;43.136;2.16
Les Brunels;11400;43.41;2.048
Bugarach;11190;42.878;2.351
Cabrespine;11160;43.376;2.472
Cahuzac;11420;43.191;1.855
Cailhau;11240;43.145;2.13
Cailhavel;11240;43.165;2.124
Cailla;11140;42.811;2.197
Cambieure;11240;43.127;2.128
Campagna-de-Sault;11140;42.758;2.044
Campagne-sur-Aude;11260;42.916;2.202
Camplong-d'Aude;11200;43.134;2.654
Camps-sur-l'Agly;11190;42.864;2.419
Camurac;11340;42.799;1.924
Canet;11200;43.226;2.831
Capendu;11700;43.184;2.554
Carcassonne;11000;43.209;2.344
Carlipa;11170;43.306;2.122
Cascastel-des-Corbières;11360;42.981;2.748
La Cassaigne;11270;43.196;1.989
Cassaignes;11190;42.948;2.297
Les Cassés;11320;43.427;1.864
Castans;11160;43.414;2.488
Castelnaudary;11400;43.323;1.961
Castelnau-d'Aude;11700;43.234;2.678
Castelreng;11300;43.021;2.127
Caudebronde;11390;43.387;2.303
Val de Lambronne;11230;43.075;1.975
Caunes-Minervois;11160;43.333;2.516
Caunette-sur-Lauquet;11250;43.028;2.427
Caunettes-en-Val;11220;43.064;2.563
Caux-et-Sauzens;11170;43.226;2.254
Cavanac;11570;43.169;2.335
Caves;11510;42.937;2.96
Cazalrenoux;11270;43.189;1.947
Cazilhac;11570;43.178;2.359
Cenne-Monestiés;11170;43.324;2.13
Cépie;11300;43.108;2.238
Chalabre;11230;42.982;2.01
Citou;11160;43.376;2.533
Le Clat;11140;42.787;2.174
Clermont-sur-Lauquet;11250;43.046;2.429
Comigne;11700;43.166;2.586
Comus;11340;42.828;1.889
Conilhac-Corbières;11200;43.185;2.716
Conques-sur-Orbiel;11600;43.284;2.384
Corbières;11230;43.045;2.0
Coudons;11500;42.864;2.12
Couffoulens;11250;43.155;2.305
Couiza;11190;42.935;2.27
Counozouls;11140;42.702;2.23
Cournanel;11300;43.03;2.235
Coursan;11110;43.247;3.059
Courtauly;11230;43.041;2.045
La Courtète;11240;43.142;2.032
Coustaussa;11190;42.937;2.286
Coustouge;11220;43.057;2.744
Cruscades;11200;43.2;2.817
Cubières-sur-Cinoble;11190;42.863;2.466
Cucugnan;11350;42.851;2.609
Cumiès;11410;43.3;1.832
Cuxac-Cabardès;11390;43.392;2.278
Cuxac-d'Aude;11590;43.258;3.006
Davejean;11330;42.959;2.606
Dernacueillette;11330;42.929;2.598
La Digne-d'Amont;11300;43.039;2.161
La Digne-d'Aval;11300;43.046;2.179
Donazac;11240;43.079;2.121
Douzens;11700;43.179;2.612
Duilhac-sous-Peyrepertuse;11350;42.866;2.568
Durban-Corbières;11360;42.998;2.813
Embres-et-Castelmaure;11360;42.93;2.818
Escales;11200;43.223;2.708
Escouloubre;11140;42.732;2.132
Escueillens-et-Saint-Just-de-Bélengard;11240;43.1;2.022
Espéraza;11260;42.932;2.221
Espezel;11340;42.843;2.026
Val-du-Faby;11260;42.928;2.18
Fabrezan;11200;43.126;2.705
Fajac-en-Val;11220;43.121;2.463
Fajac-la-Relenque;11410;43.282;1.727
La Fajolle;11140;42.752;1.965
Fanjeaux;11270;43.187;2.037
Félines-Termenès;11330;42.985;2.614
Fendeille;11400;43.271;1.948
Fenouillet-du-Razès;11240;43.156;2.03
Ferrals-les-Corbières;11200;43.143;2.739
Ferran;11240;43.153;2.09
Festes-et-Saint-André;11300;42.962;2.116
Feuilla;11510;42.929;2.901
Fitou;11510;42.896;2.967
Fleury;11560;43.214;3.177
Floure;11800;43.179;2.485
Fontanès-de-Sault;11140;42.768;2.082
Fontcouverte;11700;43.168;2.686
Fonters-du-Razès;11400;43.238;1.923
Fontiers-Cabardès;11390;43.375;2.253
Fontiès-d'Aude;11800;43.187;2.458
Fontjoncouse;11360;43.045;2.793
La Force;11270;43.198;2.084
Fournes-Cabardès;11600;43.357;2.41
Fourtou;11190;42.91;2.443
Fraisse-Cabardès;11600;43.33;2.272
Fraissé-des-Corbières;11360;42.961;2.872
Gaja-et-Villedieu;11300;43.08;2.186
Gaja-la-Selve;11270;43.2;1.884
Galinagues;11140;42.806;2.048
Gardie;11250;43.075;2.299
Generville;11270;43.21;1.931
Gincla;11140;42.764;2.332
Ginestas;11120;43.276;2.877
Ginoles;11500;42.865;2.157
Gourvieille;11410;43.336;1.789
Gramazie;11240;43.137;2.098
Granès;11500;42.895;2.253
Greffeil;11250;43.074;2.394
Gruissan;11430;43.104;3.082
Homps;11200;43.267;2.721
Hounoux;11240;43.133;2.003
Les Ilhes;11380;43.358;2.375
Issel;11400;43.368;1.998
Jonquières;11220;43.04;2.724
Joucou;11140;42.825;2.085
Labastide-d'Anjou;11320;43.347;1.853
Labastide-en-Val;11220;43.065;2.471
Labastide-Esparbairenque;11380;43.393;2.403
Labécède-Lauragais;11400;43.396;2.011
Lacombe;11310;43.406;2.24
Ladern-sur-Lauquet;11250;43.101;2.386
Lafage;11420;43.166;1.867
Lagrasse;11220;43.096;2.604
Lairière;11330;43.023;2.481
Lanet;11330;42.966;2.486
La Palme;11480;42.966;2.993
Laprade;11390;43.44;2.253
La Redorte;11700;43.248;2.65
Laroque-de-Fa;11330;42.95;2.559
Lasbordes;11400;43.3;2.063
Lasserre-de-Prouille;11270;43.181;2.085
Lastours;11600;43.326;2.379
Laurabuc;11400;43.261;1.995
Laurac;11270;43.23;1.969
Lauraguel;11300;43.096;2.17
Laure-Minervois;11800;43.271;2.51
Lavalette;11290;43.192;2.271
Lespinassière;11160;43.409;2.548
Leuc;11250;43.141;2.34
Leucate;11370;42.899;3.027
Lézignan-Corbières;11200;43.204;2.762
Lignairolles;11240;43.094;2.001
Limousis;11600;43.328;2.405
Limoux;11300;43.05;2.24
Loupia;11300;43.062;2.126
La Louvière-Lauragais;11410;43.267;1.751
Luc-sur-Aude;11190;42.964;2.281
Luc-sur-Orbieu;11200;43.176;2.788
Magrie;11300;43.025;2.204
Mailhac;11120;43.308;2.831
Maisons;11330;42.929;2.64
Malras;11300;43.061;2.168
Malves-en-Minervois;11600;43.25;2.453
Malviès;11300;43.117;2.184
Marcorignan;11120;43.225;2.915
Marquein;11410;43.3;1.724
Marsa;11140;42.82;2.139
Marseillette;11800;43.211;2.549
Les Martys;11390;43.422;2.31
Mas-Cabardès;11380;43.4;2.358
Mas-des-Cours;11570;43.132;2.427
Massac;11330;42.916;2.558
Mas-Saintes-Puelles;11400;43.314;1.878
Mayreville;11420;43.23;1.848
Mayronnes;11220;43.046;2.53
Mazerolles-du-Razès;11240;43.136;2.066
Mazuby;11140;42.788;2.033
Mérial;11140;42.771;1.964
Mézerville;11410;43.251;1.784
Miraval-Cabardès;11380;43.381;2.341
Mirepeisset;11120;43.284;2.897
Mireval-Lauragais;11400;43.264;1.968
Missègre;11580;43.002;2.373
Molandier;11420;43.252;1.724
Molleville;11410;43.312;1.836
Montauriol;11410;43.275;1.832
Montazels;11190;42.952;2.243
